Symbol,OpenedAt,Name
ACHUSDT,2026-07-30 04:03:58.451461+00,FVG - 15m Pulido V2
BTWUSDT,2026-07-30 04:17:59.67133+00,FVG - 15m Pulido
BTWUSDT,2026-07-30 04:18:02.717893+00,FVG - 15m Pulido V2
PEOPLEUSDT,2026-07-30 04:37:37.122389+00,FVG - 15m Pulido
PEOPLEUSDT,2026-07-30 04:37:40.388343+00,FVG - 15m Pulido V2
AGLDUSDT,2026-07-30 04:37:46.220814+00,MA Slope Caso 1
HOLOUSDT,2026-07-30 05:23:56.065646+00,FVG - 15m Pulido
HOLOUSDT,2026-07-30 05:23:59.019264+00,FVG - 15m Pulido V2
ROBOUSDT,2026-07-30 05:24:04.512614+00,MA Clone
ROBOUSDT,2026-07-30 05:24:07.592797+00,MA Cross Momentum
ROBOUSDT,2026-07-30 05:24:12.631637+00,Standard Scalping
REUSDT,2026-07-30 05:56:22.531102+00,FVG - 15m Pulido
REUSDT,2026-07-30 05:56:25.913768+00,FVG - 15m Pulido V2
MINIMAXUSDT,2026-07-30 06:12:20.139879+00,FVG - 15m Pulido Long
STARUSDT,2026-07-30 06:30:17.891576+00,FVG - 15m Pulido Long
EPICUSDT,2026-07-30 07:34:23.29446+00,Standard Scalping
USUSDT,2026-07-30 07:51:26.174212+00,FVG - 15m Pulido
USUSDT,2026-07-30 07:51:30.059218+00,FVG - 15m Pulido V2
0GUSDT,2026-07-30 08:24:07.450701+00,FVG - 15m Pulido Long
SHAZUSDT,2026-07-30 08:56:39.084344+00,MA Clone
SHAZUSDT,2026-07-30 08:56:42.498376+00,MA Cross Momentum
SHAZUSDT,2026-07-30 08:56:45.749711+00,Standard Scalping
CAPUSDT,2026-07-30 09:29:00.280418+00,MA Clone
CAPUSDT,2026-07-30 09:29:04.165282+00,Standard Scalping
BEUSDT,2026-07-30 10:01:21.585085+00,MA Cross Momentum
ZESTUSDT,2026-07-30 10:33:40.178511+00,MA Slope Caso 3 Pulido
KORUUSDT,2026-07-30 11:21:41.782114+00,FVG - 15m Pulido Long
PRLUSDT,2026-07-30 11:51:46.000783+00,FVG - 15m Pulido
PRLUSDT,2026-07-30 11:51:50.269589+00,FVG - 15m Pulido V2
BREVUSDT,2026-07-30 12:43:04.884999+00,Standard Scalping
INTWUSDT,2026-07-30 13:30:51.552072+00,Standard Scalping
TLMUSDT,2026-07-30 14:38:30.07982+00,FVG - 15m Pulido Long
BTCUSDT,2026-07-30 14:38:37.317957+00,MA Slope Caso 3 (15m)
TENCENTUSDT,2026-07-30 15:26:32.678362+00,MA Slope Caso 3 Pulido
PYTHUSDT,2026-07-30 15:43:31.433951+00,FVG - 15m Pulido
STORJUSDT,2026-07-30 15:43:37.834774+00,FVG - 15m Pulido Long
PYTHUSDT,2026-07-30 15:43:41.554049+00,FVG - 15m Pulido V2
SQQQUSDT,2026-07-30 16:17:13.48543+00,MA Slope Caso 2
RSRUSDT,2026-07-30 16:35:21.582651+00,MA Slope Caso 3
NOKUSDT,2026-07-30 16:50:04.708406+00,FVG - 15m Pulido
NOKUSDT,2026-07-30 16:50:08.808557+00,FVG - 15m Pulido V2
BULLAUSDT,2026-07-30 17:20:20.659608+00,FVG - 15m Pulido Long
XRPUSDT,2026-07-30 17:20:28.630083+00,MA Slope Caso 3 (15m)
STXXUSDT,2026-07-30 17:36:39.143004+00,FVG - 15m Pulido Long
ARMUSDT,2026-07-30 18:24:20.285779+00,FVG - 15m Pulido Long
FHEUSDT,2026-07-30 20:28:45.620165+00,FVG - 15m Pulido
AAOIUSDT,2026-07-30 20:28:52.549886+00,MA Cross Momentum
AAOIUSDT,2026-07-30 20:28:58.354909+00,Standard Scalping
WLFIUSDT,2026-07-30 20:43:36.050242+00,MA Slope Caso 2
SOLUSDT,2026-07-30 21:30:23.391291+00,MA Slope Caso 3 Pulido
EULUSDT,2026-07-30 21:44:21.002524+00,MA Slope Caso 1
AKEUSDT,2026-07-30 22:01:39.448371+00,FVG - 15m Pulido
AKEUSDT,2026-07-30 22:01:44.633324+00,FVG - 15m Pulido V2
SAMSUNGUSDT,2026-07-30 23:02:49.656993+00,Standard Scalping
KAITOUSDT,2026-07-31 00:26:00.36524+00,MA Slope Caso 1
BNBUSDT,2026-07-31 00:39:33.850587+00,MA Slope Caso 3 Pulido
AMATUSDT,2026-07-31 02:27:06.963441+00,FVG - 15m Pulido
AMATUSDT,2026-07-31 02:27:10.228941+00,FVG - 15m Pulido V2
SOXLUSDT,2026-07-31 02:41:05.921323+00,FVG - 15m Pulido
SOXLUSDT,2026-07-31 02:41:08.894866+00,FVG - 15m Pulido V2
LRCXUSDT,2026-07-31 02:54:43.755861+00,FVG - 15m Pulido
LRCXUSDT,2026-07-31 02:54:47.178866+00,FVG - 15m Pulido V2
INTCUSDT,2026-07-31 03:10:47.716014+00,FVG - 15m Pulido
INTCUSDT,2026-07-31 03:10:51.627469+00,FVG - 15m Pulido V2
TWTUSDT,2026-07-31 04:10:25.73593+00,FVG - 15m Pulido
TWTUSDT,2026-07-31 04:10:30.226945+00,FVG - 15m Pulido V2
COPPERUSDT,2026-07-31 04:29:39.208464+00,MA Slope Caso 3 Pulido
IRENUSDT,2026-07-31 06:40:33.524974+00,FVG - 15m Pulido
IRENUSDT,2026-07-31 06:40:36.778209+00,FVG - 15m Pulido V2
ALABUSDT,2026-07-31 07:09:36.574425+00,FVG - 15m Pulido
ALABUSDT,2026-07-31 07:09:39.960655+00,FVG - 15m Pulido V2
ZAMAUSDT,2026-07-31 07:24:10.767063+00,MA Slope Caso 1
PRLUSDT,2026-07-31 07:37:27.971031+00,FVG - 15m Pulido
PRLUSDT,2026-07-31 07:37:31.626618+00,FVG - 15m Pulido V2
MUUUSDT,2026-07-31 08:04:08.308522+00,FVG - 15m Pulido
MUUUSDT,2026-07-31 08:04:12.866799+00,FVG - 15m Pulido V2
SNDKUSDT,2026-07-31 08:34:56.677482+00,FVG - 15m Pulido
SNDKUSDT,2026-07-31 08:34:59.699763+00,FVG - 15m Pulido V2
ONDOUSDT,2026-07-31 09:45:07.520572+00,MA Slope Caso 2
BLESSUSDT,2026-07-31 09:58:20.261109+00,MA Cross Momentum
KORUUSDT,2026-07-31 10:54:37.338921+00,FVG - 15m Pulido
KORUUSDT,2026-07-31 10:54:40.433997+00,FVG - 15m Pulido V2
TAGUSDT,2026-07-31 10:54:45.376076+00,MA Clone
TAGUSDT,2026-07-31 10:54:49.390528+00,MA Cross Momentum
TAGUSDT,2026-07-31 10:54:52.570371+00,Standard Scalping
RLCUSDT,2026-07-31 11:22:20.922382+00,FVG - 15m Pulido
RLCUSDT,2026-07-31 11:22:23.931387+00,FVG - 15m Pulido V2
BEUSDT,2026-07-31 11:35:34.833544+00,FVG - 15m Pulido
BEUSDT,2026-07-31 11:35:37.77495+00,FVG - 15m Pulido V2
BROCCOLI714USDT,2026-07-31 12:19:20.996705+00,Standard Scalping
NBISUSDT,2026-07-31 13:14:05.126103+00,FVG - 15m Pulido
NBISUSDT,2026-07-31 13:14:08.228312+00,FVG - 15m Pulido V2
STXXUSDT,2026-07-31 13:28:10.357316+00,Standard Scalping
AXTIUSDT,2026-07-31 13:41:21.08003+00,FVG - 15m Pulido
AXTIUSDT,2026-07-31 13:41:24.273984+00,FVG - 15m Pulido V2
TSLAUSDT,2026-07-31 13:41:33.210393+00,MA Slope Caso 3
CRDOUSDT,2026-07-31 13:41:57.611139+00,Standard Scalping
TSTUSDT,2026-07-31 13:55:59.260172+00,FVG - 15m Pulido
TSTUSDT,2026-07-31 13:56:03.166238+00,FVG - 15m Pulido V2
VANRYUSDT,2026-07-31 15:21:26.841097+00,FVG - 15m Pulido Long
PROMUSDT,2026-07-31 15:21:32.233247+00,MA Slope Caso 1
BIRBUSDT,2026-07-31 15:36:19.742506+00,FVG - 15m Pulido Long
AKEUSDT,2026-07-31 16:24:01.13395+00,MA Clone
AKEUSDT,2026-07-31 16:24:04.519082+00,Standard Scalping
HIMSUSDT,2026-07-31 16:24:15.222026+00,Standard Scalping
CHILLGUYUSDT,2026-07-31 16:39:51.274312+00,MA Clone
CHILLGUYUSDT,2026-07-31 16:39:54.295165+00,MA Cross Momentum
MUSDT,2026-07-31 16:54:54.030887+00,FVG - 15m Pulido
MUSDT,2026-07-31 16:54:59.504874+00,FVG - 15m Pulido V2
USUSDT,2026-07-31 16:55:06.885734+00,MA Cross Momentum
SYNUSDT,2026-07-31 17:09:43.758132+00,MA Cross Momentum
XPTUSDT,2026-07-31 17:09:49.192503+00,MA Slope Caso 3 (15m)
RIFUSDT,2026-07-31 17:26:56.435016+00,MA Clone
SOXSUSDT,2026-07-31 18:31:18.910098+00,FVG - 15m Pulido Long
CATIUSDT,2026-07-31 20:02:49.820953+00,MA Cross Momentum
GWEIUSDT,2026-07-31 21:20:55.491308+00,FVG - 15m Pulido Long
VANAUSDT,2026-07-31 21:34:21.086386+00,FVG - 15m Pulido Long
SHAZUSDT,2026-07-31 22:21:44.110789+00,FVG - 15m Pulido Long
ROBOUSDT,2026-07-31 22:35:39.546142+00,MA Slope Caso 2
TURBOUSDT,2026-07-31 23:19:53.869652+00,Standard Scalping
EPICUSDT,2026-07-31 23:33:21.123522+00,FVG - 15m Pulido Long
ZHIPUUSDT,2026-08-01 00:14:52.457465+00,FVG - 15m Pulido Long
OPENUSDT,2026-08-01 00:14:59.36258+00,MA Slope Caso 2
AMZNUSDT,2026-08-01 00:15:10.31485+00,MA Slope Caso 3
NILUSDT,2026-08-01 00:44:11.917714+00,FVG - 15m Pulido Long
AINUSDT,2026-08-01 00:44:18.682563+00,MA Slope Caso 1
JUPUSDT,2026-08-01 01:12:55.625856+00,MA Slope Caso 2
AIOUSDT,2026-08-01 01:26:33.844911+00,MA Clone
HYPERUSDT,2026-08-01 02:19:35.688741+00,FVG - 15m Pulido Long
TAGUSDT,2026-08-01 03:48:25.469285+00,FVG - 15m Pulido
TAGUSDT,2026-08-01 03:48:28.62421+00,FVG - 15m Pulido V2
SOXSUSDT,2026-08-01 04:02:53.904617+00,FVG - 15m Pulido Long
UAIUSDT,2026-08-01 04:17:33.156021+00,FVG - 15m Pulido Long
SHAZUSDT,2026-08-01 04:34:54.365853+00,FVG - 15m Pulido
HYPERUSDT,2026-08-01 04:35:01.383145+00,FVG - 15m Pulido Long
SHAZUSDT,2026-08-01 04:35:05.633257+00,FVG - 15m Pulido V2
ESPUSDT,2026-08-01 05:32:00.635195+00,FVG - 15m Pulido Long
MMTUSDT,2026-08-01 06:01:18.912645+00,FVG - 15m Pulido Long
STORJUSDT,2026-08-01 06:15:05.800938+00,FVG - 15m Pulido Long
SNDKUSDT,2026-08-01 06:59:23.898317+00,FVG - 15m Pulido Long
BROCCOLIF3BUSDT,2026-08-01 07:27:56.498642+00,Standard Scalping
HOLOUSDT,2026-08-01 07:54:58.344077+00,FVG - 15m Pulido Long
SNXXUSDT,2026-08-01 08:25:23.025276+00,FVG - 15m Pulido Long
ICXUSDT,2026-08-01 08:39:18.645316+00,Standard Scalping
ESPORTSUSDT,2026-08-01 10:47:03.452168+00,FVG - 15m Pulido Long
AXTIUSDT,2026-08-01 11:43:06.365007+00,FVG - 15m Pulido
AXTIUSDT,2026-08-01 11:43:09.908258+00,FVG - 15m Pulido V2
ORDIUSDT,2026-08-01 12:11:11.650817+00,MA Clone
ORDIUSDT,2026-08-01 12:11:15.311433+00,MA Cross Momentum
ORDIUSDT,2026-08-01 12:11:20.139036+00,Standard Scalping
COLLECTUSDT,2026-08-01 13:09:32.351747+00,MA Cross Momentum
BULLAUSDT,2026-08-01 14:05:55.699218+00,FVG - 15m Pulido Long
BANDUSDT,2026-08-01 14:21:23.017606+00,Standard Scalping
TAOUSDT,2026-08-01 15:18:30.908675+00,MA Slope Caso 2
VANAUSDT,2026-08-01 15:50:52.895791+00,FVG - 15m Pulido Long
ALABUSDT,2026-08-01 17:07:27.26636+00,FVG - 15m Pulido Long
STARUSDT,2026-08-01 17:24:59.235634+00,FVG - 15m Pulido Long
1000SATSUSDT,2026-08-01 18:41:59.655213+00,FVG - 15m Pulido
BEUSDT,2026-08-01 18:42:04.614119+00,FVG - 15m Pulido Long
1000SATSUSDT,2026-08-01 18:42:09.177135+00,FVG - 15m Pulido V2
CAPUSDT,2026-08-01 18:42:14.189427+00,MA Slope Caso 2
ERAUSDT,2026-08-01 18:56:37.370027+00,FVG - 15m Pulido Long
PLTRUSDT,2026-08-01 18:56:43.815835+00,MA Slope Caso 3 Pulido
HOMEUSDT,2026-08-01 18:56:49.189452+00,Standard Scalping
TLMUSDT,2026-08-01 19:40:32.31175+00,FVG - 15m Pulido Long
COTIUSDT,2026-08-01 19:40:40.868534+00,MA Slope Caso 2
CFXUSDT,2026-08-01 20:08:49.082851+00,FVG - 15m Pulido Long
LIGHTUSDT,2026-08-01 20:23:59.825358+00,FVG - 15m Pulido
LIGHTUSDT,2026-08-01 20:24:03.209058+00,FVG - 15m Pulido V2
AIOUSDT,2026-08-01 21:23:44.154171+00,FVG - 15m Pulido Long
LITUSDT,2026-08-01 21:56:05.919318+00,MA Slope Caso 1
BIRBUSDT,2026-08-01 22:30:04.681555+00,FVG - 15m Pulido Long
MUUUSDT,2026-08-01 23:01:00.126766+00,FVG - 15m Pulido Long
ACEUSDT,2026-08-01 23:30:38.786089+00,FVG - 15m Pulido Long
EVAAUSDT,2026-08-02 00:14:34.148383+00,FVG - 15m Pulido Long
HYPERUSDT,2026-08-02 00:14:43.015508+00,Standard Scalping
KORUUSDT,2026-08-02 00:32:47.838984+00,FVG - 15m Pulido Long
ROBOUSDT,2026-08-02 01:19:38.719419+00,FVG - 15m Pulido Long
OGNUSDT,2026-08-02 02:23:54.71139+00,FVG - 15m Pulido Long
1MBABYDOGEUSDT,2026-08-02 03:11:40.958902+00,MA Slope Caso 2
ROBOUSDT,2026-08-02 03:32:08.671215+00,FVG - 15m Pulido Long
SYNUSDT,2026-08-02 05:08:22.83017+00,FVG - 15m Pulido Long
BRUSDT,2026-08-02 05:08:27.984838+00,MA Clone
BRUSDT,2026-08-02 05:08:31.528652+00,MA Cross Momentum
INJUSDT,2026-08-02 05:23:37.95396+00,MA Slope Caso 3 Pulido
LABUSDT,2026-08-02 05:53:38.309536+00,FVG - 15m Pulido Long
MUUUSDT,2026-08-02 06:07:44.848403+00,FVG - 15m Pulido Long
MYXUSDT,2026-08-02 06:23:06.262155+00,FVG - 15m Pulido
GRIFFAINUSDT,2026-08-02 06:23:11.446156+00,MA Cross Momentum
BULLAUSDT,2026-08-02 06:36:56.446986+00,FVG - 15m
ZHIPUUSDT,2026-08-02 06:37:01.698448+00,FVG - 15m Pulido Long
SNDKUSDT,2026-08-02 07:22:11.53951+00,FVG - 15m Pulido Long
AIOUSDT,2026-08-02 07:35:51.736489+00,FVG - 15m
SAHARAUSDT,2026-08-02 07:35:56.94831+00,FVG - 15m Pulido
SNXXUSDT,2026-08-02 07:49:27.054137+00,FVG - 15m Pulido Long
EDGEUSDT,2026-08-02 08:04:30.054377+00,FVG - 15m Pulido Long
GIGGLEUSDT,2026-08-02 08:46:53.834394+00,FVG - 15m Pulido
EULUSDT,2026-08-02 09:15:21.202055+00,FVG - 15m Pulido Long
ONUSDT,2026-08-02 09:30:58.564684+00,FVG - 15m Pulido
ELSAUSDT,2026-08-02 09:44:49.000817+00,FVG - 15m Pulido
WLFIUSDT,2026-08-02 09:44:54.864021+00,MA Slope Caso 3
XNYUSDT,2026-08-02 10:13:04.099857+00,FVG - 15m Pulido
HYPERUSDT,2026-08-02 10:13:13.390852+00,MA Clone
HYPERUSDT,2026-08-02 10:13:19.110333+00,Standard Scalping
TAKEUSDT,2026-08-02 10:29:55.639211+00,FVG - 15m Pulido Long
RLCUSDT,2026-08-02 10:57:13.610343+00,FVG - 15m
1000000BOBUSDT,2026-08-02 12:23:56.653255+00,Standard Scalping
KORUUSDT,2026-08-02 12:37:32.691377+00,FVG - 15m Pulido Long
PHAROSUSDT,2026-08-02 12:52:47.302175+00,MA Cross Momentum
DEXEUSDT,2026-08-02 13:07:23.41621+00,FVG - 15m Pulido Long
HOMEUSDT,2026-08-02 13:22:26.864878+00,FVG - 15m Pulido
ESPUSDT,2026-08-02 13:49:18.848674+00,FVG - 15m Pulido Long
NILUSDT,2026-08-02 13:49:27.847613+00,Standard Scalping
DOGEUSDT,2026-08-02 14:04:21.167622+00,MA Slope Caso 3
PRLUSDT,2026-08-02 14:20:08.770363+00,FVG - 15m Pulido
1000BONKUSDT,2026-08-02 14:46:48.670745+00,MA Slope Caso 3 Pulido
EVAAUSDT,2026-08-02 15:00:26.106292+00,FVG - 15m Pulido Long
BIRBUSDT,2026-08-02 15:32:00.962893+00,FVG - 15m Pulido Long
EDENUSDT,2026-08-02 15:32:07.010524+00,MA Cross Momentum
KERNELUSDT,2026-08-02 15:32:15.769113+00,MA Slope Caso 1
EDENUSDT,2026-08-02 15:32:19.637951+00,Standard Scalping
ZESTUSDT,2026-08-02 16:00:44.237368+00,FVG - 15m Pulido Long
BROCCOLI714USDT,2026-08-02 16:00:49.923677+00,MA Slope Caso 2
FIGHTUSDT,2026-08-02 16:15:51.222302+00,FVG - 15m Pulido Long
TLMUSDT,2026-08-02 16:30:49.089048+00,FVG - 15m Pulido Long
COTIUSDT,2026-08-02 17:00:11.298942+00,FVG - 15m Pulido Long
BABYUSDT,2026-08-02 17:15:14.731085+00,FVG - 15m Pulido Long
1000SATSUSDT,2026-08-02 17:34:20.739741+00,FVG - 15m Pulido Long
ACUUSDT,2026-08-02 17:34:27.949522+00,MA Slope Caso 3 (15m)
BANKUSDT,2026-08-02 18:38:59.825843+00,FVG - 15m Pulido Long
OGNUSDT,2026-08-02 18:53:09.728636+00,FVG - 15m Pulido Long
IDOLUSDT,2026-08-02 19:08:14.084703+00,FVG - 15m
DIAUSDT,2026-08-02 19:08:22.178048+00,FVG - 15m Pulido Long
JCTUSDT,2026-08-02 19:24:55.92562+00,FVG - 15m Pulido
MMTUSDT,2026-08-02 19:53:43.268891+00,FVG - 15m Pulido Long
FLOWUSDT,2026-08-02 20:07:28.271016+00,FVG - 15m Pulido Long
1000RATSUSDT,2026-08-02 21:15:52.54274+00,FVG - 15m Pulido Long
GRVTUSDT,2026-08-02 21:29:58.37641+00,FVG - 15m Pulido Long
ARCUSDT,2026-08-02 22:05:14.167945+00,FVG - 15m Pulido Long
DOTUSDT,2026-08-02 22:05:22.122751+00,MA Slope Caso 3 Pulido
ICNTUSDT,2026-08-02 22:19:16.861159+00,FVG - 15m Pulido
JUPUSDT,2026-08-02 22:19:23.709387+00,MA Slope Caso 3
HUSDT,2026-08-02 22:32:18.991265+00,FVG - 15m Pulido
EPICUSDT,2026-08-02 22:46:20.917709+00,FVG - 15m Pulido
PIEVERSEUSDT,2026-08-02 23:50:39.17199+00,FVG - 15m Pulido
ACEUSDT,2026-08-02 23:50:48.96345+00,MA Slope Caso 1
GWEIUSDT,2026-08-03 00:34:54.093317+00,MA Clone
GWEIUSDT,2026-08-03 00:34:58.421576+00,MA Cross Momentum
FILUSDT,2026-08-03 00:35:09.694163+00,MA Slope Caso 3
USUSDT,2026-08-03 00:48:10.113525+00,FVG - 15m Pulido
BTCDOMUSDT,2026-08-03 01:21:06.781061+00,MA Slope Caso 1
COLLECTUSDT,2026-08-03 01:37:41.118389+00,FVG - 15m Pulido Long
KGENUSDT,2026-08-03 01:37:57.59061+00,Standard Scalping
1000LUNCUSDT,2026-08-03 02:13:04.591264+00,FVG - 15m Pulido
4USDT,2026-08-03 02:33:56.585375+00,FVG - 15m Pulido Long
EULUSDT,2026-08-03 03:52:40.344499+00,FVG - 15m Gap Chico
LIGHTUSDT,2026-08-03 03:52:46.955335+00,FVG - 15m Pulido
KGENUSDT,2026-08-03 03:52:52.200584+00,MA Cross Momentum
SAHARAUSDT,2026-08-03 03:52:57.747019+00,MA Slope Caso 2
KGENUSDT,2026-08-03 03:53:01.590713+00,Standard Scalping
CLOUSDT,2026-08-03 03:53:09.834144+00,Standard Scalping
BTWUSDT,2026-08-03 04:10:41.35157+00,FVG - 15m
4USDT,2026-08-03 04:10:50.279979+00,FVG - 15m Gap Chico
4USDT,2026-08-03 04:10:54.868475+00,FVG - 15m Pulido Long
PORTALUSDT,2026-08-03 04:11:01.692977+00,MA Cross Momentum
EPICUSDT,2026-08-03 04:31:56.852188+00,FVG - 15m Gap Chico
BULLAUSDT,2026-08-03 04:54:36.004068+00,FVG - 15m Gap Chico
KOMAUSDT,2026-08-03 05:15:46.87226+00,FVG - 15m Gap Chico
HEIUSDT,2026-08-03 05:15:54.652545+00,FVG - 15m Pulido Long
LAUSDT,2026-08-03 05:36:57.541399+00,FVG - 15m Gap Chico
FIGHTUSDT,2026-08-03 05:54:42.53484+00,FVG - 15m Gap Chico
SCRTUSDT,2026-08-03 06:13:24.763231+00,MA Cross Momentum
VICUSDT,2026-08-03 06:32:47.665524+00,FVG - 15m Gap Chico
BICOUSDT,2026-08-03 07:06:46.093653+00,FVG - 15m Gap Chico
HFTUSDT,2026-08-03 07:25:09.093679+00,FVG - 15m Gap Chico
ESPUSDT,2026-08-03 07:25:15.569331+00,MA Slope Caso 1
1000RATSUSDT,2026-08-03 08:33:44.259761+00,FVG - 15m Pulido Long
SCRTUSDT,2026-08-03 08:34:05.60632+00,Standard Scalping
HOMEUSDT,2026-08-03 08:52:13.700203+00,FVG - 15m Gap Chico
ENSOUSDT,2026-08-03 09:10:38.817242+00,FVG - 15m Gap Chico
MMTUSDT,2026-08-03 09:57:12.514066+00,FVG - 15m Pulido Long
USUSDT,2026-08-03 10:11:19.2591+00,MA Clone
USUSDT,2026-08-03 10:11:23.01618+00,Standard Scalping
AEVOUSDT,2026-08-03 10:41:28.316847+00,FVG - 15m Gap Chico
SYNUSDT,2026-08-03 10:41:34.025193+00,FVG - 15m Pulido Long
AGTUSDT,2026-08-03 10:55:33.764381+00,FVG - 15m Gap Chico
BRUSDT,2026-08-03 11:10:30.275805+00,FVG - 15m Pulido Long
PUMPBTCUSDT,2026-08-03 11:55:21.727038+00,FVG - 15m Pulido Long
PTBUSDT,2026-08-03 12:39:53.710977+00,MA Clone
PTBUSDT,2026-08-03 12:39:58.295949+00,Standard Scalping
AKTUSDT,2026-08-03 12:54:10.611191+00,MA Slope Caso 3 Pulido
CTKUSDT,2026-08-03 13:26:03.863046+00,FVG - 15m Pulido Long
SNOWUSDT,2026-08-03 13:55:15.223923+00,MA Clone
APRUSDT,2026-08-03 13:55:21.056353+00,MA Slope Caso 2
NEARUSDT,2026-08-03 13:55:29.297883+00,MA Slope Caso 3
ZEREBROUSDT,2026-08-03 14:52:45.042869+00,FVG - 15m Pulido
POLUSDT,2026-08-03 15:13:12.450354+00,MA Slope Caso 3
POLUSDT,2026-08-03 15:13:17.181111+00,MA Slope Caso 3 Pulido
1000SATSUSDT,2026-08-03 15:37:34.158882+00,FVG - 15m Pulido Long
CROSSUSDT,2026-08-03 15:56:49.014942+00,FVG - 15m Pulido
PHAROSUSDT,2026-08-03 15:56:58.935092+00,FVG - 15m Pulido Long
ARXUSDT,2026-08-03 16:15:40.572098+00,FVG - 15m Pulido Long
RESOLVUSDT,2026-08-03 16:15:48.226957+00,MA Slope Caso 3 Pulido
COTIUSDT,2026-08-03 16:53:25.966085+00,FVG - 15m
EDENUSDT,2026-08-03 16:53:33.42009+00,MA Slope Caso 2
ACXUSDT,2026-08-03 17:30:23.736422+00,FVG - 15m Pulido
MANTRAUSDT,2026-08-03 17:47:56.107649+00,FVG - 15m Pulido Long
ANTHROPICUSDT,2026-08-03 18:03:45.007975+00,MA Slope Caso 3 Pulido
NOMUSDT,2026-08-03 18:03:57.029066+00,Standard Scalping
ENAUSDT,2026-08-03 19:15:56.009958+00,FVG - 15m Pulido
ZESTUSDT,2026-08-03 19:36:31.995903+00,FVG - 15m Pulido Long
AKEUSDT,2026-08-03 23:30:56.25321+00,FVG - 15m Pulido Long
BOTUSDT,2026-08-03 23:45:22.404864+00,FVG - 15m Pulido
VELVETUSDT,2026-08-04 00:01:43.820335+00,Standard Scalping
RIFUSDT,2026-08-04 00:34:56.181893+00,FVG - 15m Pulido Long
AWEUSDT,2026-08-04 00:35:05.469968+00,MA Slope Caso 2
FIGHTUSDT,2026-08-04 00:49:53.387423+00,Standard Scalping
ZHIPUUSDT,2026-08-04 02:08:59.284505+00,MA Clone
ZHIPUUSDT,2026-08-04 02:09:05.139162+00,MA Cross Momentum
ZHIPUUSDT,2026-08-04 02:09:08.652039+00,Standard Scalping
MYXUSDT,2026-08-04 02:38:32.532679+00,MA Cross Momentum
MYXUSDT,2026-08-04 02:38:36.365846+00,Standard Scalping
PIPPINUSDT,2026-08-04 02:52:10.619179+00,FVG - 15m Pulido
KORUUSDT,2026-08-04 03:26:28.453083+00,FVG - 15m Pulido
SYNUSDT,2026-08-04 03:59:03.513366+00,FVG - 15m Pulido Long
TAGUSDT,2026-08-04 04:46:32.990211+00,FVG - 15m Pulido Long
AVAAIUSDT,2026-08-04 06:34:21.599311+00,Standard Scalping
AIOUSDT,2026-08-04 07:35:47.848071+00,FVG - 15m
ORCLUSDT,2026-08-04 07:35:53.312208+00,FVG - 15m Pulido
XLMUSDT,2026-08-04 07:51:37.011536+00,MA Slope Caso 1
IBMUSDT,2026-08-04 08:05:52.583902+00,MA Slope Caso 3
IBMUSDT,2026-08-04 08:05:56.641386+00,MA Slope Caso 3 Pulido
BTWUSDT,2026-08-04 08:21:08.709553+00,FVG - 15m Pulido
CRWVUSDT,2026-08-04 09:06:03.914202+00,FVG - 15m Pulido
PORTALUSDT,2026-08-04 10:05:57.157808+00,FVG - 15m Pulido Long
VANRYUSDT,2026-08-04 11:04:31.643437+00,FVG - 15m Pulido
PLTRUSDT,2026-08-04 11:21:45.307217+00,FVG - 15m Pulido
SHAZUSDT,2026-08-04 11:21:50.865664+00,MA Clone
SHAZUSDT,2026-08-04 11:21:54.389408+00,MA Cross Momentum
SHAZUSDT,2026-08-04 11:22:00.360942+00,Standard Scalping
ZEREBROUSDT,2026-08-04 12:23:39.601756+00,MA Clone
ZEREBROUSDT,2026-08-04 12:23:43.066912+00,MA Cross Momentum
ZEREBROUSDT,2026-08-04 12:23:47.051745+00,Standard Scalping
ZHIPUUSDT,2026-08-04 12:38:19.608887+00,FVG - 15m Pulido
CIENUSDT,2026-08-04 13:40:06.478344+00,FVG - 15m Pulido
CBRSUSDT,2026-08-04 13:56:56.864688+00,MA Clone
IRENUSDT,2026-08-04 13:57:04.84452+00,MA Cross Momentum
IRENUSDT,2026-08-04 13:57:09.477679+00,Standard Scalping
QNTXUSDT,2026-08-04 14:37:18.662033+00,FVG - 15m Gap Chico
TSLAUSDT,2026-08-04 14:37:24.969606+00,MA Slope Caso 3 Pulido
ACXUSDT,2026-08-04 14:53:27.465906+00,FVG - 15m Gap Chico
SOONUSDT,2026-08-04 15:10:44.899141+00,FVG - 15m Gap Chico
SOONUSDT,2026-08-04 15:10:50.714054+00,FVG - 15m Pulido
FHEUSDT,2026-08-04 15:28:39.312776+00,FVG - 15m Gap Chico
TRXUSDT,2026-08-04 15:28:47.680098+00,MA Slope Caso 3
TRXUSDT,2026-08-04 15:28:52.309943+00,MA Slope Caso 3 Pulido
AXTIUSDT,2026-08-04 15:48:17.294338+00,FVG - 15m Gap Chico
HK0700USDT,2026-08-04 16:04:11.138609+00,FVG - 15m Gap Chico
PIPPINUSDT,2026-08-04 16:21:51.446921+00,FVG - 15m Gap Chico
CRWVUSDT,2026-08-04 16:38:25.406219+00,Standard Scalping
MINIMAXUSDT,2026-08-04 17:12:42.267762+00,MA Slope Caso 2
HANAUSDT,2026-08-04 18:26:07.848597+00,FVG - 15m Gap Chico
